SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,4722 Saint Simon Dr,Coconut Creek,FL,33073,799900,4,2.5,Banyan Trails,2332,8105,2001,1,343,163,Pre On-Market,,,https://www.redfin.com/FL/Coconut-Creek/4722-Saint-Simon-Dr-33073/home/41994842,Beaches MLS,RX-10913222,N,Y,26.2904304,-80.1805536
MLS Listing,,Single Family Residential,1851 NE 34th Ct,Oakland Park,FL,33306,975000,3,2.0,Coral Woods 33-25 B,1692,7000,1956,1,576,,Pre On-Market,,,https://www.redfin.com/FL/Oakland-Park/1851-NE-34th-Ct-33306/home/41672532,Beaches MLS,F10395961,N,Y,26.1709765,-80.1215943
MLS Listing,,Condo/Co-op,2601 NE 14th Ave #507,Wilton Manors,FL,33334,649000,2,2.0,Wilton Station,1587,,2005,1,409,1285,Active,,,https://www.redfin.com/FL/Wilton-Manors/2601-NE-14th-Ave-33334/unit-507/home/42060427,Beaches MLS,F10396186,N,Y,26.1604119,-80.1303399
MLS Listing,,Condo/Co-op,17011 N Bay Rd #216,Sunny Isles Beach,FL,33160,335000,2,1.5,PLAZA OF AMERICAS CONDO,767,,1979,1,437,350,Active,,,https://www.redfin.com/FL/Sunny-Isles-Beach/17011-N-Bay-Rd-33160/unit-216/home/43469069,MARMLS,A11435362,N,Y,25.9321094,-80.1246997
MLS Listing,,Single Family Residential,1500 NE 183rd St,North Miami Beach,FL,33179,560000,2,2.0,FULFORD BY SEA SEC L,1030,6641,1956,1,544,,Active,,,https://www.redfin.com/FL/North-Miami-Beach/1500-NE-183rd-St-33179/home/42876578,MARMLS,A11439144,N,Y,25.9436696,-80.1705114
MLS Listing,,Multi-Family (2-4 Unit),821 NE 6th St,Hallandale Beach,FL,33009,699000,4,4.0,ATLANTIC SHORES DIXIE HIG,1293,,1954,1,541,,Active,,,https://www.redfin.com/FL/Hallandale-Beach/821-NE-6th-St-33009/home/179971026,MARMLS,A11438593,N,Y,25.9925496,-80.1397618
MLS Listing,,Single Family Residential,4820 SW 29th Ave,Fort Lauderdale,FL,33312,549999,3,2.0,Edgewater Manor 2 50-10 B,2289,10613,1959,1,240,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/4820-SW-29th-Ave-33312/home/41816481,Beaches MLS,F10396128,N,Y,26.0617421,-80.1797028
MLS Listing,,Condo/Co-op,1745 E Hallandale Beach Blvd Unit 2008W,Hallandale,FL,33009,429500,2,2.0,Duo Condominium West,1052,,2007,1,408,869,Active,,,https://www.redfin.com/FL/Hallandale-Beach/1745-E-Hallandale-Beach-Blvd-33009/unit-2008W/home/42073088,Beaches MLS,F10396134,N,Y,25.9879734,-80.1311245
MLS Listing,,Single Family Residential,611 Cypress Xing,Wellington,FL,33414,950000,4,4.0,Binks Forest OF The Landings AT Wellington 3,3495,12744,1996,1,272,92,Active,August-27-2023 01:00 PM,August-27-2023 04:00 PM,https://www.redfin.com/FL/Wellington/611-Cypress-Xing-33414/home/42494990,Beaches MLS,RX-10913209,N,Y,26.671688,-80.2955637
MLS Listing,,Condo/Co-op,2000 S Ocean Blvd Unit 8H,Lauderdale By The Sea,FL,33062,389000,1,2.0,Royal Coast Condo,1000,,1971,1,389,1082,Active,,,https://www.redfin.com/FL/Pompano-Beach/2000-S-Ocean-Blvd-33062/unit-8H/home/41702399,Beaches MLS,F10394071,N,Y,26.2052341,-80.0938764
MLS Listing,,Single Family Residential,714 SW 18th St,Boynton Beach,FL,33426,328000,2,2.0,Palm Beach Leisureville Sec 9,1428,4400,1973,1,230,167,Active,,,https://www.redfin.com/FL/Boynton-Beach/714-SW-18th-St-33426/home/42351000,Beaches MLS,RX-10913208,N,Y,26.5192098,-80.0831097
MLS Listing,,Single Family Residential,20571 SW 140th Ave,Miami,FL,33177,3400000,4,4.5,Redlands,4752,445313,2003,1,715,,Active,,,https://www.redfin.com/FL/Miami/20571-SW-140th-Ave-33177/home/186926278,MARMLS,A11439087,N,Y,25.5774771,-80.4189643
MLS Listing,,Single Family Residential,7394 W 30th Ct,Hialeah,FL,33018,529999,3,2.0,RIVIERA I SUB,1386,3395,1989,1,382,,Active,,,https://www.redfin.com/FL/Hialeah/7394-W-30th-Ct-33018/home/42822570,MARMLS,A11439125,N,Y,25.8895756,-80.3448847
MLS Listing,,Single Family Residential,900 NW 9th Way,Boca Raton,FL,33486,898000,4,2.0,Old Floresta,1520,14697,1974,1,591,,Pre On-Market,,,https://www.redfin.com/FL/Boca-Raton/900-NW-9th-Way-33486/home/42308523,MARMLS,A11438787,N,Y,26.3591581,-80.106281
MLS Listing,,Condo/Co-op,2930 Point East Dr Unit E403,Aventura,FL,33160,185000,1,1.0,POINT EAST ONE CONDO-BLDG,810,,1966,1,228,491,Active,,,https://www.redfin.com/FL/Aventura/2930-Point-East-Dr-33160/unit-E403/home/42946242,MARMLS,A11430926,N,Y,25.9401988,-80.1415936
MLS Listing,,Single Family Residential,3693 Lakewood Rd,Palm Springs,FL,33461,371000,2,1.0,Lakewood Gardens PL 1 IN,1301,11185,1955,1,285,,Active,,,https://www.redfin.com/FL/Lake-Worth-Beach/3693-Lakewood-Rd-33461/home/42284769,Beaches MLS,RX-10913207,N,Y,26.621839,-80.1002705
MLS Listing,,Condo/Co-op,6911 Environ Blvd Unit 4J,Lauderhill,FL,33319,249999,2,2.0,ENVIRON I CONDO 9,1160,,1973,1,216,769,Active,,,https://www.redfin.com/FL/Lauderhill/6911-Environ-Blvd-33319/unit-4J/home/41585319,MARMLS,A11439119,N,Y,26.17536,-80.2432649
MLS Listing,,Condo/Co-op,825 Brickell Bay Dr #1947,Miami,FL,33131,405000,2,2.0,FOUR AMBASSADORS CONDO PH,990,,1996,1,409,822,Active,,,https://www.redfin.com/FL/Miami/825-Brickell-Bay-Dr-33131/unit-1947/home/42769275,MARMLS,A11432633,N,Y,25.7651135,-80.18899
MLS Listing,,Single Family Residential,5959 La Gorce Dr,Miami Beach,FL,33140,5390000,5,5.0,BEACH VIEW ADDN,4394,8284,1934,1,1227,,Active,,,https://www.redfin.com/FL/Miami-Beach/5959-Lagorce-Dr-33140/home/42766775,MARMLS,A11435565,N,Y,25.8405176,-80.1251278
MLS Listing,,Single Family Residential,,Miramar,FL,33029,470000,3,2.5,,1680,4041,1994,1,280,195,Active,,,https://www.redfin.com/FL/Miramar/Undisclosed-address-33029/home/41861599,Beaches MLS,F10396202,N,Y,25.9893436,-80.3845811
MLS Listing,,Condo/Co-op,7020 Half Moon Cir #205,Hypoluxo,FL,33462,499900,3,2.0,Half Moon Bay Condo PH I And II,1547,,1981,1,323,908,Pre On-Market,,,https://www.redfin.com/FL/Hypoluxo/7020-Half-Moon-Cir-33462/unit-205/home/42389112,Beaches MLS,RX-10913206,N,Y,26.5730978,-80.0511517
MLS Listing,,Single Family Residential,9139 NW 21st St,Coral Springs,FL,33071,650000,1,1.0,Ramblewood,2069,9599,1988,1,314,,Pre On-Market,,,https://www.redfin.com/FL/Coral-Springs/9139-NW-21st-St-33071/home/41439744,Beaches MLS,RX-10913204,N,Y,26.2564996,-80.2478795
MLS Listing,,Condo/Co-op,111 Briny Ave #314,Pompano Beach,FL,33062,549000,2,2.0,POMPANO BEACH CLUB CONDO,1000,,1974,1,549,897,Active,,,https://www.redfin.com/FL/Pompano-Beach/111-Briny-Ave-33062/unit-314/home/41696641,MARMLS,A11437480,N,Y,26.2305308,-80.0901463
MLS Listing,,Single Family Residential,214 River Park Dr,Jupiter,FL,33477,1649000,3,2.0,River,1889,7401,1986,1,873,237,Active,,,https://www.redfin.com/FL/Jupiter/214-River-Park-Dr-33477/home/42405940,Beaches MLS,RX-10913202,N,Y,26.9002467,-80.0727217
MLS Listing,,Condo/Co-op,180 NE 12th Ave Unit 18C,Hallandale Beach,FL,33009,299500,2,2.0,ELDORADO PLAZA WEST CONDO,1168,,1967,1,256,644,Active,,,https://www.redfin.com/FL/Hallandale-Beach/180-NE-12th-Ave-33009/unit-18C/home/41975647,MARMLS,A11438067,N,Y,25.9881063,-80.1360942
MLS Listing,,Single Family Residential,1610 N Park Rd,Hollywood,FL,33021,649999,3,2.0,Hollywood Hills 6-22 B,1585,7143,1957,1,410,,Active,,,https://www.redfin.com/FL/Hollywood/1610-N-Park-Rd-33021/home/41925708,Beaches MLS,F10396205,N,Y,26.025053,-80.1756273
MLS Listing,,Single Family Residential,391 Old Country Rd S,Wellington,FL,33414,849900,4,2.5,Pinewood East 2 OF Wellington,2353,21780,1982,1,361,,Pre On-Market,August-26-2023 12:00 PM,August-26-2023 03:00 PM,https://www.redfin.com/FL/Wellington/391-Old-Country-Rd-S-33414/home/42488415,Beaches MLS,RX-10913201,N,Y,26.6712697,-80.235486
MLS Listing,,Single Family Residential,6220 SW 16th Ave,North Lauderdale,FL,33068,399000,3,2.0,Broadview Country Club Est,1000,7000,1958,1,399,,Active,,,https://www.redfin.com/FL/North-Lauderdale/6220-SW-16th-St-33068/home/41565160,Beaches MLS,RX-10913200,N,Y,26.2067934,-80.2075339
MLS Listing,,Single Family Residential,13140 Cypress Gln,Palm Beach Gardens,FL,33418,3758800,3,3.5,Old Marsh Golf Club,3353,21099,2015,1,1121,630,Active,,,https://www.redfin.com/FL/West-Palm-Beach/13140-Cypress-Gln-33418/home/42132706,Beaches MLS,RX-10913198,N,Y,26.872252,-80.1586884
MLS Listing,,Condo/Co-op,25 Deer Creek Rd Unit C104,Deerfield Beach,FL,33442,254900,1,1.5,Racquet Club Of Deercreek,800,,1983,1,319,318,Active,,,https://www.redfin.com/FL/Deerfield-Beach/25-Deer-Creek-Rd-33442/unit-C104/home/41466670,Beaches MLS,F10396203,N,Y,26.3184253,-80.1437507
MLS Listing,,Condo/Co-op,1985 S Ocean Dr Unit PHA,Hallandale Beach,FL,33009,399000,1,1.5,HEMISPHERES CONDO,870,,1972,1,459,875,Active,,,https://www.redfin.com/FL/Hallandale-Beach/1985-S-Ocean-Dr-33009/unit-PHA/home/41960447,MARMLS,A11439079,N,Y,25.9793687,-80.1208309
MLS Listing,,Single Family Residential,1897 Bell Ln,Palm Springs,FL,33406,743500,4,3.0,Albert Lakes Garden,3193,16744,1966,1,233,42,Active,,,https://www.redfin.com/FL/Palm-Springs/1897-Bell-Ln-33406/home/42586358,Beaches MLS,RX-10913196,N,Y,26.6490706,-80.1010232
MLS Listing,,Single Family Residential,,Margate,FL,33063,545000,3,2.0,,1097,7497,1958,1,497,,Active,,,https://www.redfin.com/FL/Margate/Undisclosed-address-33063/home/41435174,MARMLS,A11437411,N,Y,26.2485948,-80.2030451
MLS Listing,,Condo/Co-op,8345 Sunrise Lakes Blvd #110,Sunrise,FL,33322,169900,2,2.0,SUNRISE LAKES 42 CONDO,850,,1974,1,200,439,Active,,,https://www.redfin.com/FL/Sunrise/8345-Sunrise-Lakes-Blvd-33322/unit-110/home/41611417,MARMLS,A11439110,N,Y,26.1619892,-80.2643216
MLS Listing,,Single Family Residential,631 N 69th Ter,Hollywood,FL,33024,315000,4,1.0,Boulevard Heights Sec 3 4,1480,5999,1958,1,213,,Active,,,https://www.redfin.com/FL/Hollywood/631-N-69th-Ter-33024/home/41882577,Beaches MLS,F10396056,N,Y,26.0149349,-80.226402
MLS Listing,,Condo/Co-op,924 Normandy T,Delray Beach,FL,33484,240000,2,2.0,Kings Point Normandy A Thru U Condos,907,,1979,1,265,561,Active,,,https://www.redfin.com/FL/Delray-Beach/924-Normandy-T-33484/home/42229537,Beaches MLS,RX-10913193,N,Y,26.446145,-80.14227
MLS Listing,,Condo/Co-op,3430 Galt Ocean Dr #712,Fort Lauderdale,FL,33308,680000,2,2.0,COMMODORE CONDO,1657,,1966,1,410,1317,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/3430-Galt-Ocean-Dr-33308/unit-712/home/41706309,MARMLS,A11439103,N,Y,26.1707114,-80.0982306
MLS Listing,,Single Family Residential,6655 Malta Dr,Boynton Beach,FL,33437,589000,3,2.0,Valencia Isles 1,2081,7169,2000,1,283,766,Active,,,https://www.redfin.com/FL/Boynton-Beach/6655-Malta-Dr-33437/home/42207785,Beaches MLS,RX-10913192,N,Y,26.5079141,-80.1498563
MLS Listing,,Single Family Residential,7557 Mutiny Ave,North Bay Village,FL,33141,1650000,3,3.0,TREASURE ISLAND,1836,6840,1954,1,899,,Active,,,https://www.redfin.com/FL/North-Bay-Village/7557-Mutiny-Ave-33141/home/42919773,MARMLS,A11439100,N,Y,25.8471204,-80.1494856
MLS Listing,,Single Family Residential,4257 NW 3rd St,Miami,FL,33126,700000,5,4.0,GOLF COURSE GARDENS,1951,11250,1926,1,359,,Active,,,https://www.redfin.com/FL/Miami/4257-NW-3rd-St-33126/home/42731880,MARMLS,A11439089,N,Y,25.7754416,-80.2650711
MLS Listing,,Condo/Co-op,11730 SW 2nd St #12206,Pembroke Pines,FL,33025,300000,1,1.0,MARQUESA CONDO SUB ACCOUN,690,,1999,1,435,474,Active,,,https://www.redfin.com/FL/Pembroke-Pines/11730-SW-2nd-St-33025/unit-12206/home/42038340,MARMLS,A11439047,N,Y,26.004682,-80.3049885
MLS Listing,,Condo/Co-op,1800 N Andrews Ave Unit 5H,Fort Lauderdale,FL,33311,265000,1,1.0,Drake Tower Condo,775,,1975,1,342,618,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/1800-N-Andrews-Ave-33311/unit-5H/home/41694158,Beaches MLS,F10396133,N,Y,26.150949,-80.1453579
MLS Listing,,Condo/Co-op,3570 S Ocean Blvd #506,South Palm Beach,FL,33480,349000,1,1.5,Tuscany OF Palm Beach Condo,800,,1969,1,436,911,Active,,,https://www.redfin.com/FL/Palm-Beach/3570-S-Ocean-Blvd-33480/unit-506/home/42590746,Beaches MLS,RX-10913186,N,Y,26.5896285,-80.0386035
MLS Listing,,Townhouse,7693 NW 178th St #7693,Hialeah,FL,33015,450000,3,2.0,SAN MATEO,1190,,1995,1,378,25,Active,,,https://www.redfin.com/FL/Hialeah/7693-NW-178th-St-33015/unit-7693/home/186925930,MARMLS,A11439084,N,Y,25.9352488,-80.3253286
MLS Listing,,Condo/Co-op,4311 Crystal Lake Dr #212,Deerfield Beach,FL,33064,201500,2,2.0,WINCAST ARMS NORTH CONDO,1200,,1972,1,168,471,Active,,,https://www.redfin.com/FL/Deerfield-Beach/4311-Crystal-Lake-Dr-33064/unit-212/home/41481396,MARMLS,A11439082,N,Y,26.2834022,-80.1457804
MLS Listing,,Condo/Co-op,110 Lake Meryl Dr #112,West Palm Beach,FL,33411,129000,1,1.5,Golden Lakes Village Condo E,800,,1981,1,161,634,Active,,,https://www.redfin.com/FL/West-Palm-Beach/110-Lake-Meryl-Dr-33411/unit-112/home/42163540,Beaches MLS,RX-10913184,N,Y,26.6977699,-80.1626833
MLS Listing,,Condo/Co-op,3340 NE 190th St Ph 1808,Aventura,FL,33180,1795000,3,2.5,AVENTURA MARINA CONDO NUM,2497,,2006,1,719,1600,Active,,,https://www.redfin.com/FL/Aventura/3340-NE-190th-St-33180/unit-1808/home/43325631,MARMLS,A11437196,N,Y,25.951657,-80.135679
MLS Listing,,Single Family Residential,20581 SW 140th Ave,Miami,FL,33177,2600000,4,4.5,Redlands,4752,221633,2003,1,547,,Active,,,https://www.redfin.com/FL/Miami/20581-SW-140th-Ave-33177/home/43264553,MARMLS,A11438963,N,Y,25.575623,-80.4183
MLS Listing,,Condo/Co-op,4520 El Mar Dr #22,Lauderdale By The Sea,FL,33308,310000,0,1.0,Southern Seas,310,,1984,1,1000,543,Active,,,https://www.redfin.com/FL/Lauderdale-by-the-Sea/4520-El-Mar-Dr-33308/unit-22/home/41708332,Beaches MLS,F10396195,N,Y,26.1935326,-80.0950669
MLS Listing,,Single Family Residential,10 Caston Way,Boynton Beach,FL,33426,439000,3,2.0,Boynton Lakes,1354,5022,1988,1,324,120,Active,,,https://www.redfin.com/FL/Boynton-Beach/10-Caston-Way-33426/home/42332003,Beaches MLS,F10396196,N,Y,26.5684308,-80.0870809
MLS Listing,,Condo/Co-op,,Fort Lauderdale,FL,33308,1300000,3,3.0,,1827,,1966,1,712,1410,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/Undisclosed-address-33308/home/41711295,MARMLS,A11439080,N,Y,26.1707114,-80.0982306
MLS Listing,,Condo/Co-op,,Lauderdale By The Sea,FL,33308,550000,1,2.0,,700,,1984,1,786,1126,Active,,,https://www.redfin.com/FL/Lauderdale-by-the-Sea/Undisclosed-address-33308/home/41707333,Beaches MLS,F10396183,N,Y,26.1935326,-80.0950669
MLS Listing,,Multi-Family (5+ Unit),"8660 Brenna Ln Unit 1, 2, 3, 4, 5, 6",Palm Beach Gardens,FL,33410,1600000,,2.0,Palm Beach Gardens,5096,33551,1981,1,314,,Active,,,https://www.redfin.com/FL/Palm-Beach-Gardens/8660-Brenna-Ln-33410/unit-1/home/168156068,Beaches MLS,RX-10913183,N,Y,26.8068713,-80.0991757
MLS Listing,,Single Family Residential,1181 SW 4 Ter Ter,Pompano Beach,FL,33060,575000,4,3.0,Lyons Park,1802,7500,1956,1,319,,Pre On-Market,,,https://www.redfin.com/FL/Pompano-Beach/1181-SW-4th-Ter-33060/home/41631980,Beaches MLS,RX-10913181,N,Y,26.2150851,-80.1293718
MLS Listing,,Single Family Residential,7300 Ocean Ter #313,Miami Beach,FL,33141,314999,0,1.0,OLSEN HOTEL CONDO,172,,1940,1,1831,245,Active,,,https://www.redfin.com/FL/Miami-Beach/7300-Ocean-Ter-33141/unit-313/home/42772509,MARMLS,A11439067,N,Y,25.858631,-80.1201397
MLS Listing,,Condo/Co-op,3475 N Country Club Dr #112,Aventura,FL,33180,459000,4,3.0,ENSENADA CONDO BLDG E-11,1988,,1971,1,231,1035,Active,,,https://www.redfin.com/FL/Aventura/3475-N-Country-Club-Dr-33180/unit-112/home/42934159,MARMLS,A11439075,N,Y,25.9667675,-80.1307113
MLS Listing,,Condo/Co-op,,Aventura,FL,33180,735000,3,2.5,,1950,,1990,1,377,,Active,,,https://www.redfin.com/FL/Aventura/Undisclosed-address-33180/home/42940210,MARMLS,A11438368,N,Y,25.9631691,-80.1258912
MLS Listing,,Single Family Residential,2815 NE 27th Ave,Lighthouse Point,FL,33064,949987,2,2.0,Lighthouse Point 3rd Sec,2143,9441,1955,1,443,,Active,,,https://www.redfin.com/FL/Lighthouse-Point/2815-NE-27th-Ave-33064/home/41517565,Beaches MLS,F10396181,N,Y,26.2665448,-80.0869095
MLS Listing,,Single Family Residential,301 NW 12th Ave,Delray Beach,FL,33444,670000,3,1.0,Poinciana Heights Delray,1061,8183,1961,1,631,,Active,,,https://www.redfin.com/FL/Delray-Beach/301-NW-12th-Ave-33444/home/42363290,Beaches MLS,RX-10913179,N,Y,26.4673945,-80.0848115
MLS Listing,,Condo/Co-op,629 Sea Pine Way Unit H2,Greenacres,FL,33415,272500,2,2.0,Pine Ridge North II Condo,1005,,1984,1,271,320,Active,,,https://www.redfin.com/FL/Greenacres/629-Sea-Pine-Way-33415/unit-H2/home/42383835,Beaches MLS,RX-10913178,N,Y,26.6377935,-80.1379768
MLS Listing,,Condo/Co-op,622 Saxony M,Delray Beach,FL,33446,145000,1,1.5,Kings Point Saxony Condos,760,,1974,1,191,410,Active,,,https://www.redfin.com/FL/Delray-Beach/622-Saxony-M-33446/home/42232052,Beaches MLS,RX-10913177,N,Y,26.4401562,-80.1534647
MLS Listing,,Condo/Co-op,765 SW 148th Ave #1208,Sunrise,FL,33325,289000,1,1.0,VILLAS DE TUSCANY CONDO,1068,,1998,1,271,537,Active,,,https://www.redfin.com/FL/Davie/765-SW-148th-Ave-33325/unit-1208/home/42024571,MARMLS,A11438743,N,Y,26.1108289,-80.3474848
MLS Listing,,Single Family Residential,12169 Sugar Pine Trl,Wellington,FL,33414,719000,4,2.0,South Shore 4 OF Wellington,1890,,1979,1,380,,Pre On-Market,,,https://www.redfin.com/FL/Wellington/12169-Sugar-Pine-Trl-33414/home/42496109,Beaches MLS,RX-10913175,N,Y,26.6673583,-80.2392543
MLS Listing,,Single Family Residential,507 NE 10th Ave,Fort Lauderdale,FL,33301,1350000,4,3.0,Holmberg & Mc Kees Sub 1-,2294,8100,1939,1,588,,Pre On-Market,August-26-2023 11:00 AM,August-26-2023 02:00 PM,https://www.redfin.com/FL/Fort-Lauderdale/507-NE-10th-Ave-33301/home/41786336,Beaches MLS,F10395782,N,Y,26.1283896,-80.1336502
MLS Listing,,Townhouse,8294 Cadre Noir Rd,Lake Worth,FL,33467,554900,3,2.5,Fields AT Gulfstream Polo,1908,2520,2020,1,291,260,Active,,,https://www.redfin.com/FL/Lake-Worth/8294-Cadre-Noir-Rd-33467/home/171454130,Beaches MLS,RX-10913173,N,Y,26.6091348,-80.1787515
MLS Listing,,Condo/Co-op,2305 Lucaya Ln Unit M3,Coconut Creek,FL,33066,280000,2,2.0,LUCAYA VILLAGE 1-E CONDO,1291,,1980,1,217,650,Pre On-Market,,,https://www.redfin.com/FL/Coconut-Creek/2305-Lucaya-Ln-33066/unit-M3/home/41496034,MARMLS,A11439049,N,Y,26.2555628,-80.181796
MLS Listing,,Multi-Family (2-4 Unit),1121 NE 17th Way,Fort Lauderdale,FL,33304,750000,3,2.0,PROGRESSO,1394,,1955,1,538,,Active,,,https://www.redfin.com/FL/Fort-Lauderdale/1121-NE-17th-Way-33304/home/179490592,MARMLS,A11439054,N,Y,26.1400133,-80.1242248
MLS Listing,,Condo/Co-op,485 Brickell Ave #2502,Miami,FL,33131,1525000,2,2.0,ICON BRICKELL CONDO NO 3,1386,,2009,1,1100,2974,Active,,,https://www.redfin.com/FL/Miami/485-Brickell-Ave-33131/unit-2502/home/43416079,MARMLS,A11439053,N,Y,25.7686625,-80.188727
MLS Listing,,Single Family Residential,326 E Ilex Dr,Lake Park,FL,33403,455000,4,3.0,KELSEY CITY,1716,10187,1953,1,265,,Active,,,https://www.redfin.com/FL/Lake-Park/326-E-Ilex-Dr-33403/home/42414397,MARMLS,A11436494,N,Y,26.8008908,-80.0592332
MLS Listing,,Single Family Residential,17905 Boniello Dr,Boca Raton,FL,33496,5995000,6,7.0,Boniellos Acres,5782,94525,2020,1,1037,100,Active,,,https://www.redfin.com/FL/Boca-Raton/17905-Boniello-Dr-33496/home/42236237,Beaches MLS,RX-10913172,N,Y,26.4104998,-80.1514497
